chn_0,chn_1,chn_2,chn_3,chn_4,chn_5,chn_6,chn_7,chn_8,chn_9,chn_10,chn_11,chn_12,chn_13,chn_14,chn_15,chn_16,chn_17,chn_18,chn_19,chn_20,chn_21,chn_22,chn_23,chn_24,chn_25,chn_26,chn_27,chn_28,chn_29,chn_30,chn_31,chn_32,chn_33,chn_34,chn_35
390,372,402,394,399,395,387,385,404,394,391,385,389,396,395,392,396,392,396,383,385,399,402,389,391,393,395,394,394,401,398,395,385,392,406,397
